id,question_id,answer_text,is_correct
172,43,"Houston",false
173,44,"1776",false
174,44,"1781",true
175,44,"1789",false
176,44,"1799",false
177,45,"Thomas Jefferson",false
178,45,"George Washington",false
179,45,"Abraham Lincoln",true
180,45,"James Madison",false
181,46,"1914",true
182,46,"1918",false
183,46,"1922",false
184,46,"1926",false
185,47,"J.R.R. Tolkien",false
186,47,"J.K. Rowling ",true
187,47,"George R.R. Martin",false
188,47,"Stephen King",false
189,48,"Macbeth",false
190,48,"Romeo és Júlia",true
191,48,"Hamlet",false
192,48,"Othello",false
193,49,"Achilles",false
194,49,"Herkules",false
195,49,"Odüsszeusz",true
196,49,"Thészeusz",false
197,50,"Nagy remények",false
198,50,"A két torony",false
199,50,"A gyűrűk ura",false
200,50,"Oliver Twist",true
201,51,"Leo Tolstoy",true
202,51,"Fyodor Dostoevsky",false
203,51,"Anton Chekhov",false
204,51,"Ivan Turgenev",false
205,52,"Heidi",false
206,52,"Pollyanna",false
207,52,"A titkos kert",true
208,52,"Az elveszett világ",false
209,53,"George Orwell",true
210,53,"Aldous Huxley",false
211,53,"Ray Bradbury",false
212,53,"H.G. Wells",false
213,54,"Lancelot",false
214,54,"Galahad",false
215,54,"Percival",false
216,54,"Robin Hood",true



































